cod_ordencompra,cod_insumo,cod_supcantidad,cod_supcalidad,cantidad_recibida,fechahora_cantidad,Cod_Calidad,fechahora_calidad,descripcion
199,168,103,104,115,31/07/2023 10:44,3,31/07/2023 18:54,muy bien
199,48,103,104,94,19/11/2023 08:14,5,19/11/2023 16:24,decente
200,267,103,104,91,24/06/2023 09:47,4,24/06/2023 17:57,bien
200,224,103,104,109,4/03/2023 16:06,3,5/03/2023 00:15,muy bien
200,456,103,104,109,10/01/2023 15:18,5,10/01/2023 23:28,decente
200,27,103,104,105,14/07/2023 14:05,3,14/07/2023 22:15,bien
200,381,103,104,104,16/08/2023 13:13,5,16/08/2023 21:23,muy bien
200,196,103,104,107,4/09/2023 10:45,5,4/09/2023 18:55,decente
200,177,103,104,106,28/09/2023 03:41,5,28/09/2023 11:50,bien
200,455,103,104,95,1/10/2023 21:01,3,2/10/2023 05:11,muy bien
201,305,103,104,105,26/01/2023 18:37,5,27/01/2023 02:47,decente
201,309,103,104,99,19/04/2023 17:47,3,20/04/2023 01:57,bien
201,159,103,104,109,16/10/2023 21:05,4,17/10/2023 05:15,muy bien
201,70,103,104,101,27/01/2023 16:30,3,28/01/2023 00:39,decente
202,283,103,104,109,17/03/2023 07:22,3,17/03/2023 15:31,bien
202,418,103,104,115,10/09/2023 10:11,5,10/09/2023 18:21,muy bien
202,223,103,104,104,10/12/2023 06:46,5,10/12/2023 14:56,decente
203,76,103,104,91,26/09/2023 07:25,3,26/09/2023 15:35,bien
203,356,103,104,90,17/06/2023 12:13,4,17/06/2023 20:23,muy bien
204,110,103,104,95,6/04/2023 07:04,4,6/04/2023 15:14,decente
204,455,103,104,99,2/07/2023 13:57,4,2/07/2023 22:06,bien
204,249,103,104,110,27/08/2023 03:24,3,27/08/2023 11:33,muy bien
205,23,103,104,101,12/04/2023 03:08,4,12/04/2023 11:18,decente
205,422,103,104,93,16/12/2023 12:29,3,16/12/2023 20:39,bien
205,136,103,104,92,3/12/2023 10:47,3,3/12/2023 18:57,muy bien
205,51,103,104,107,11/11/2023 22:18,4,12/11/2023 06:28,decente
206,233,103,104,93,1/06/2023 11:50,3,1/06/2023 19:59,bien
206,134,103,104,107,5/11/2023 14:34,3,5/11/2023 22:44,muy bien
206,447,103,104,103,28/12/2023 22:56,4,29/12/2023 07:06,decente
206,414,103,104,103,24/06/2023 23:58,4,25/06/2023 08:07,bien
206,96,103,104,113,23/11/2023 00:13,5,23/11/2023 08:23,muy bien
207,295,103,104,94,7/03/2023 16:46,4,8/03/2023 00:56,decente
208,402,103,104,101,30/11/2023 12:55,3,30/11/2023 21:05,bien
208,139,103,104,112,7/09/2023 06:16,4,7/09/2023 14:25,muy bien
209,408,103,104,95,4/08/2023 11:14,3,4/08/2023 19:24,decente
209,3,103,104,95,9/03/2023 15:46,5,9/03/2023 23:56,bien
209,358,103,104,104,7/09/2023 00:37,4,7/09/2023 08:46,muy bien
209,148,103,104,96,6/01/2023 13:50,3,6/01/2023 21:59,decente
209,19,103,104,108,1/02/2023 11:18,5,1/02/2023 19:28,bien
209,162,103,104,100,11/09/2023 09:32,5,11/09/2023 17:42,muy bien
210,167,103,104,101,18/07/2023 13:14,3,18/07/2023 21:23,decente
210,222,103,104,95,29/10/2023 00:53,4,29/10/2023 09:03,bien
210,444,103,104,108,2/02/2023 03:18,5,2/02/2023 11:27,muy bien
210,160,103,104,91,9/01/2023 17:17,3,10/01/2023 01:27,decente
210,129,103,104,100,11/03/2023 08:18,4,11/03/2023 16:27,bien
210,219,103,104,102,1/02/2023 04:49,4,1/02/2023 12:59,muy bien
210,352,103,104,112,10/12/2023 08:30,4,10/12/2023 16:40,decente
210,135,103,104,103,31/12/2023 17:14,5,1/01/2024 01:24,bien
210,331,103,104,93,13/05/2023 10:58,5,13/05/2023 19:08,muy bien
211,420,103,104,102,30/12/2023 11:12,3,30/12/2023 19:22,decente
211,99,103,104,101,4/07/2023 03:32,4,4/07/2023 11:42,bien
211,3,103,104,93,15/03/2023 23:01,5,16/03/2023 07:10,muy bien
211,93,103,104,114,13/09/2023 18:18,5,14/09/2023 02:28,decente
211,106,103,104,104,20/02/2023 22:57,5,21/02/2023 07:07,bien
211,229,103,104,105,20/06/2023 20:04,3,21/06/2023 04:13,muy bien
211,2,103,104,101,7/02/2023 03:46,3,7/02/2023 11:55,decente
212,420,103,104,105,19/03/2023 22:44,3,20/03/2023 06:53,bien
212,112,103,104,98,12/10/2023 08:57,4,12/10/2023 17:07,muy bien
212,292,103,104,110,17/07/2023 17:56,4,18/07/2023 02:05,decente
212,239,103,104,100,18/05/2023 12:43,4,18/05/2023 20:52,bien
213,113,103,104,95,15/08/2023 20:25,4,16/08/2023 04:34,muy bien
213,224,103,104,99,21/06/2023 02:09,3,21/06/2023 10:19,decente
213,339,103,104,115,21/11/2023 13:57,4,21/11/2023 22:07,bien
213,394,103,104,104,12/07/2023 06:01,3,12/07/2023 14:11,muy bien
214,401,103,104,112,31/03/2023 11:29,4,31/03/2023 19:38,decente
214,60,103,104,108,21/11/2023 05:51,5,21/11/2023 14:01,bien
214,85,103,104,105,14/04/2023 12:36,3,14/04/2023 20:45,muy bien
214,39,103,104,99,14/02/2023 23:04,5,15/02/2023 07:13,decente
215,186,103,104,90,7/05/2023 04:21,4,7/05/2023 12:31,bien
215,254,103,104,92,28/12/2023 07:04,5,28/12/2023 15:14,muy bien
215,208,103,104,108,27/04/2023 14:58,5,27/04/2023 23:08,decente
215,81,103,104,100,14/03/2023 17:17,5,15/03/2023 01:27,bien
215,335,103,104,114,10/01/2023 15:15,5,10/01/2023 23:25,muy bien
216,360,103,104,106,9/03/2023 01:42,3,9/03/2023 09:51,decente
216,117,103,104,94,18/01/2023 01:04,4,18/01/2023 09:14,bien
216,110,103,104,115,31/03/2023 13:32,3,31/03/2023 21:42,muy bien
216,453,103,104,109,5/03/2023 23:56,4,6/03/2023 08:05,decente
216,420,103,104,101,7/12/2023 20:38,4,8/12/2023 04:48,bien
216,258,103,104,114,14/09/2023 16:36,5,15/09/2023 00:46,muy bien
217,59,103,104,107,4/04/2023 16:13,5,5/04/2023 00:23,decente
217,62,103,104,93,30/07/2023 17:55,5,31/07/2023 02:04,bien
217,127,103,104,108,3/06/2023 04:42,5,3/06/2023 12:52,muy bien
218,230,103,104,97,27/06/2023 09:44,4,27/06/2023 17:54,decente
218,387,103,104,113,14/10/2023 08:42,4,14/10/2023 16:52,bien
218,243,103,104,92,14/02/2023 00:08,3,14/02/2023 08:18,muy bien
218,344,103,104,112,11/09/2023 05:33,4,11/09/2023 13:42,decente
218,48,103,104,91,23/06/2023 02:12,4,23/06/2023 10:22,bien
219,103,103,104,90,29/04/2023 15:47,3,29/04/2023 23:56,muy bien
219,132,103,104,104,6/10/2023 23:44,4,7/10/2023 07:53,decente
219,243,103,104,107,14/04/2023 10:53,3,14/04/2023 19:03,bien
219,279,103,104,99,24/08/2023 22:28,5,25/08/2023 06:37,muy bien
220,65,103,104,106,24/09/2023 07:04,3,24/09/2023 15:14,decente
220,453,103,104,101,6/04/2023 08:21,4,6/04/2023 16:31,bien
220,309,103,104,97,19/10/2023 10:20,3,19/10/2023 18:29,muy bien
220,13,103,104,113,19/05/2023 03:06,5,19/05/2023 11:16,decente
220,15,103,104,109,26/08/2023 18:42,3,27/08/2023 02:51,bien
220,47,103,104,113,20/05/2023 03:49,4,20/05/2023 11:59,muy bien
220,181,103,104,92,10/01/2023 20:10,5,11/01/2023 04:20,decente
220,128,103,104,115,30/05/2023 05:58,5,30/05/2023 14:08,bien
220,314,103,104,105,27/06/2023 04:08,5,27/06/2023 12:17,muy bien
221,252,103,104,106,18/09/2023 23:18,3,19/09/2023 07:27,decente
221,320,103,104,91,4/07/2023 12:47,5,4/07/2023 20:56,bien
221,17,103,104,106,4/05/2023 10:38,4,4/05/2023 18:48,muy bien
222,66,103,104,93,18/05/2023 11:09,4,18/05/2023 19:18,decente
222,285,103,104,115,27/03/2023 15:38,5,27/03/2023 23:47,bien
222,209,103,104,95,18/04/2023 12:14,4,18/04/2023 20:24,muy bien
222,147,103,104,109,4/11/2023 10:56,5,4/11/2023 19:06,decente
222,194,103,104,111,3/06/2023 12:45,4,3/06/2023 20:55,bien
222,314,103,104,92,1/07/2023 00:53,4,1/07/2023 09:02,muy bien
223,139,103,104,98,28/02/2023 21:27,4,1/03/2023 05:37,decente
223,180,103,104,108,6/02/2023 18:12,3,7/02/2023 02:22,bien
223,172,103,104,111,29/07/2023 01:57,4,29/07/2023 10:07,muy bien
223,329,103,104,100,10/06/2023 00:12,4,10/06/2023 08:21,decente
224,220,103,104,105,6/08/2023 17:39,4,7/08/2023 01:49,bien
224,69,103,104,109,14/05/2023 00:33,5,14/05/2023 08:42,muy bien
224,167,103,104,99,14/10/2023 00:48,4,14/10/2023 08:58,decente
224,235,103,104,109,14/07/2023 08:14,5,14/07/2023 16:24,bien
224,103,103,104,94,13/10/2023 17:20,5,14/10/2023 01:30,muy bien
224,358,103,104,106,26/04/2023 05:55,4,26/04/2023 14:05,decente
224,445,103,104,96,30/04/2023 13:22,4,30/04/2023 21:32,bien
225,257,103,104,113,4/01/2023 16:17,3,5/01/2023 00:27,muy bien
225,50,103,104,101,19/09/2023 16:20,3,20/09/2023 00:30,decente
225,228,103,104,100,14/03/2023 03:37,5,14/03/2023 11:47,bien
225,394,103,104,108,3/08/2023 11:03,4,3/08/2023 19:13,muy bien
225,219,103,104,114,29/04/2023 01:18,4,29/04/2023 09:28,decente
225,398,103,104,108,7/10/2023 07:03,5,7/10/2023 15:12,bien
226,208,103,104,107,21/12/2023 00:48,4,21/12/2023 08:58,muy bien
226,325,103,104,114,31/03/2023 18:20,4,1/04/2023 02:30,decente
226,425,103,104,106,11/01/2023 22:42,3,12/01/2023 06:52,bien
226,447,103,104,90,21/08/2023 02:51,5,21/08/2023 11:01,muy bien
226,240,103,104,104,2/08/2023 12:02,3,2/08/2023 20:12,decente
226,30,103,104,111,17/09/2023 02:54,3,17/09/2023 11:04,bien
227,145,103,104,108,27/02/2023 20:03,4,28/02/2023 04:13,muy bien
227,312,103,104,114,25/01/2023 05:42,5,25/01/2023 13:51,decente
227,350,103,104,101,18/09/2023 06:11,4,18/09/2023 14:21,bien
228,106,103,104,96,31/12/2023 12:03,4,31/12/2023 20:13,muy bien
228,183,103,104,106,15/08/2023 11:19,5,15/08/2023 19:28,decente
229,370,103,104,105,9/11/2023 14:05,3,9/11/2023 22:15,bien
229,178,103,104,105,1/03/2023 21:25,4,2/03/2023 05:35,muy bien
229,114,103,104,112,21/08/2023 07:08,4,21/08/2023 15:18,decente
230,49,103,104,106,7/02/2023 19:54,3,8/02/2023 04:04,bien
230,450,103,104,102,11/10/2023 21:07,4,12/10/2023 05:16,muy bien
230,305,103,104,90,15/06/2023 01:48,4,15/06/2023 09:58,decente
230,295,103,104,107,14/08/2023 21:24,5,15/08/2023 05:34,bien
231,128,103,104,95,11/12/2023 06:44,4,11/12/2023 14:53,muy bien
231,152,103,104,91,11/01/2023 18:26,5,12/01/2023 02:35,decente
232,125,103,104,93,26/02/2023 03:39,5,26/02/2023 11:49,bien
232,271,103,104,114,27/06/2023 23:32,4,28/06/2023 07:41,muy bien
232,336,103,104,103,2/05/2023 12:41,3,2/05/2023 20:50,decente
233,179,103,104,100,18/11/2023 17:50,3,19/11/2023 01:59,bien
233,105,103,104,100,7/09/2023 00:24,3,7/09/2023 08:33,muy bien
233,141,103,104,91,17/09/2023 21:21,4,18/09/2023 05:31,decente
233,373,103,104,115,26/08/2023 15:53,5,27/08/2023 00:03,bien
233,399,103,104,98,31/03/2023 21:15,4,1/04/2023 05:25,muy bien
234,379,103,104,114,26/11/2023 15:33,4,26/11/2023 23:42,decente
234,378,103,104,99,31/05/2023 23:39,4,1/06/2023 07:48,bien
234,116,103,104,106,5/01/2023 02:46,4,5/01/2023 10:56,muy bien
234,37,103,104,115,25/09/2023 06:44,3,25/09/2023 14:53,decente
234,282,103,104,113,23/01/2023 17:35,5,24/01/2023 01:45,bien
235,29,103,104,112,22/11/2023 05:31,3,22/11/2023 13:40,muy bien
235,19,103,104,98,23/03/2023 08:55,5,23/03/2023 17:04,decente
235,283,103,104,108,2/03/2023 10:42,4,2/03/2023 18:52,bien
235,332,103,104,99,5/09/2023 18:20,4,6/09/2023 02:30,muy bien
235,92,103,104,96,13/07/2023 18:31,3,14/07/2023 02:41,decente
235,444,103,104,107,21/09/2023 05:35,5,21/09/2023 13:44,bien
236,86,103,104,95,9/01/2023 22:23,4,10/01/2023 06:33,muy bien
236,310,103,104,99,19/03/2023 14:41,3,19/03/2023 22:50,decente
236,246,103,104,97,11/01/2023 18:19,3,12/01/2023 02:29,bien
236,213,103,104,92,1/11/2023 01:55,3,1/11/2023 10:05,muy bien
236,93,103,104,99,19/03/2023 08:10,3,19/03/2023 16:20,decente
236,50,103,104,114,21/01/2023 05:18,3,21/01/2023 13:28,bien
236,314,103,104,103,24/03/2023 15:06,5,24/03/2023 23:16,muy bien
236,29,103,104,96,16/08/2023 16:57,4,17/08/2023 01:07,decente
236,415,103,104,114,28/06/2023 02:50,5,28/06/2023 11:00,bien
236,140,103,104,108,13/06/2023 07:15,3,13/06/2023 15:25,muy bien
236,238,103,104,93,18/03/2023 15:00,3,18/03/2023 23:10,decente
237,441,103,104,108,1/05/2023 04:11,5,1/05/2023 12:21,bien
237,57,103,104,111,22/12/2023 23:21,5,23/12/2023 07:31,muy bien
238,329,103,104,94,24/10/2023 14:27,5,24/10/2023 22:37,decente
238,8,103,104,100,17/05/2023 07:09,4,17/05/2023 15:19,bien
238,263,103,104,113,20/11/2023 12:26,3,20/11/2023 20:35,muy bien
238,213,103,104,110,28/05/2023 07:05,5,28/05/2023 15:14,decente
238,151,103,104,107,4/11/2023 18:45,5,5/11/2023 02:54,bien
239,260,103,104,102,22/10/2023 01:26,4,22/10/2023 09:35,muy bien
240,332,103,104,91,17/02/2023 22:31,3,18/02/2023 06:40,decente
240,442,103,104,107,29/01/2023 22:37,4,30/01/2023 06:47,bien
240,432,103,104,104,11/07/2023 00:15,3,11/07/2023 08:25,muy bien
240,346,103,104,108,7/10/2023 22:49,4,8/10/2023 06:59,decente
240,381,103,104,98,15/03/2023 16:26,5,16/03/2023 00:36,bien
241,177,103,104,98,20/12/2023 22:14,4,21/12/2023 06:24,muy bien
241,215,103,104,111,15/10/2023 16:53,5,16/10/2023 01:03,decente
241,230,103,104,101,12/03/2023 13:02,3,12/03/2023 21:12,bien
241,156,103,104,101,10/06/2023 19:59,3,11/06/2023 04:09,muy bien
242,346,103,104,97,1/08/2023 16:31,4,2/08/2023 00:41,decente
242,313,103,104,115,14/09/2023 08:42,4,14/09/2023 16:52,bien
242,424,103,104,104,6/10/2023 22:06,3,7/10/2023 06:16,muy bien
242,37,103,104,106,10/07/2023 01:30,4,10/07/2023 09:39,decente
242,66,103,104,107,18/10/2023 19:15,5,19/10/2023 03:25,bien
243,192,103,104,105,6/05/2023 17:16,5,7/05/2023 01:25,muy bien
243,368,103,104,97,29/11/2023 09:08,5,29/11/2023 17:18,decente
243,183,103,104,103,9/03/2023 14:35,5,9/03/2023 22:44,bien
243,129,103,104,109,28/09/2023 08:28,4,28/09/2023 16:37,muy bien
243,406,103,104,91,24/10/2023 01:52,3,24/10/2023 10:02,decente
243,419,103,104,102,6/08/2023 10:45,3,6/08/2023 18:55,bien
243,24,103,104,108,15/06/2023 12:51,5,15/06/2023 21:00,muy bien
244,332,103,104,96,2/02/2023 23:35,5,3/02/2023 07:45,decente
244,369,103,104,100,10/01/2023 11:13,4,10/01/2023 19:22,bien
244,86,103,104,100,28/05/2023 18:19,4,29/05/2023 02:29,muy bien
244,133,103,104,97,18/12/2023 12:13,5,18/12/2023 20:23,decente
245,390,103,104,105,28/11/2023 02:48,5,28/11/2023 10:58,bien
245,71,103,104,108,3/10/2023 21:38,5,4/10/2023 05:48,muy bien
246,247,103,104,110,1/02/2023 11:48,3,1/02/2023 19:58,decente
246,312,103,104,96,6/10/2023 20:18,5,7/10/2023 04:27,bien
246,324,103,104,94,26/11/2023 02:48,5,26/11/2023 10:57,muy bien
246,382,103,104,111,30/06/2023 18:28,3,1/07/2023 02:38,decente
246,427,103,104,103,30/03/2023 16:45,5,31/03/2023 00:55,bien
246,57,103,104,90,21/01/2023 17:59,3,22/01/2023 02:08,muy bien
247,233,103,104,109,28/02/2023 12:21,4,28/02/2023 20:31,decente
248,197,103,104,115,6/01/2023 19:45,3,7/01/2023 03:55,bien
248,330,103,104,114,29/12/2023 18:30,4,30/12/2023 02:39,muy bien
249,218,103,104,95,12/02/2023 14:58,3,12/02/2023 23:08,decente
249,307,103,104,97,17/08/2023 18:34,4,18/08/2023 02:43,bien
249,199,103,104,100,11/07/2023 19:19,3,12/07/2023 03:29,muy bien
250,68,103,104,92,15/06/2023 12:31,3,15/06/2023 20:40,decente
250,337,103,104,101,27/05/2023 07:53,5,27/05/2023 16:02,bien
250,74,103,104,115,29/11/2023 11:25,5,29/11/2023 19:34,muy bien
251,428,103,104,93,28/05/2023 19:28,3,29/05/2023 03:38,decente
251,254,103,104,110,11/04/2023 20:17,4,12/04/2023 04:27,bien
251,435,103,104,91,28/12/2023 20:35,5,29/12/2023 04:44,muy bien
252,369,103,104,98,12/11/2023 11:11,5,12/11/2023 19:21,decente
252,172,103,104,91,4/11/2023 02:06,3,4/11/2023 10:16,bien
252,289,103,104,96,27/04/2023 18:12,4,28/04/2023 02:22,muy bien
252,145,103,104,110,21/11/2023 10:51,5,21/11/2023 19:01,decente
253,1,103,104,107,29/03/2023 22:48,5,30/03/2023 06:57,bien
253,333,103,104,100,24/12/2023 12:10,3,24/12/2023 20:20,muy bien
253,62,103,104,90,25/05/2023 10:38,5,25/05/2023 18:48,decente
254,340,103,104,102,9/04/2023 18:47,5,10/04/2023 02:57,bien
254,199,103,104,101,16/01/2023 08:18,5,16/01/2023 16:28,muy bien
255,399,103,104,95,26/05/2023 13:10,4,26/05/2023 21:19,decente
255,125,103,104,90,20/02/2023 17:11,3,21/02/2023 01:21,bien
255,390,103,104,113,26/07/2023 23:09,3,27/07/2023 07:18,muy bien
255,16,103,104,94,29/10/2023 13:09,4,29/10/2023 21:19,decente
255,429,103,104,97,20/08/2023 13:39,5,20/08/2023 21:48,bien
256,364,103,104,110,19/07/2023 19:18,4,20/07/2023 03:27,muy bien
256,312,103,104,97,16/02/2023 22:35,3,17/02/2023 06:44,decente
256,390,103,104,102,23/04/2023 06:34,4,23/04/2023 14:44,bien
256,237,103,104,106,4/03/2023 13:20,4,4/03/2023 21:29,muy bien
256,181,103,104,91,29/01/2023 05:51,4,29/01/2023 14:01,decente
256,249,103,104,105,11/02/2023 08:06,5,11/02/2023 16:16,bien
257,160,103,104,109,18/07/2023 16:25,3,19/07/2023 00:35,muy bien
257,42,103,104,107,26/02/2023 20:33,5,27/02/2023 04:42,decente
257,102,103,104,108,10/09/2023 10:46,3,10/09/2023 18:56,bien
257,281,103,104,97,3/09/2023 01:00,4,3/09/2023 09:10,muy bien
257,413,103,104,104,2/11/2023 19:44,4,3/11/2023 03:53,decente
257,62,103,104,113,15/06/2023 01:53,4,15/06/2023 10:03,bien
258,334,103,104,105,4/05/2023 17:42,4,5/05/2023 01:52,muy bien
258,333,103,104,108,31/05/2023 22:00,3,1/06/2023 06:10,decente
258,32,103,104,98,7/02/2023 05:17,3,7/02/2023 13:26,bien
258,431,103,104,95,29/12/2023 02:16,3,29/12/2023 10:26,muy bien
258,22,103,104,109,7/05/2023 01:59,3,7/05/2023 10:08,decente
259,229,103,104,102,12/03/2023 15:48,4,12/03/2023 23:58,bien
259,354,103,104,102,14/04/2023 14:29,5,14/04/2023 22:38,muy bien
259,59,103,104,99,1/10/2023 06:37,4,1/10/2023 14:47,decente
259,115,103,104,106,5/11/2023 04:30,4,5/11/2023 12:39,bien
259,281,103,104,99,25/03/2023 18:19,4,26/03/2023 02:28,muy bien
259,107,103,104,90,26/06/2023 05:04,3,26/06/2023 13:14,decente
260,258,103,104,93,17/11/2023 19:20,5,18/11/2023 03:30,bien
260,314,103,104,94,23/09/2023 10:20,3,23/09/2023 18:30,muy bien
260,448,103,104,115,21/04/2023 00:39,4,21/04/2023 08:48,decente
260,39,103,104,103,21/12/2023 02:56,4,21/12/2023 11:06,bien
261,386,103,104,115,4/07/2023 13:11,3,4/07/2023 21:21,muy bien
262,125,103,104,95,17/09/2023 02:18,4,17/09/2023 10:28,decente
262,236,103,104,110,2/09/2023 17:14,3,3/09/2023 01:24,bien
262,188,103,104,105,6/12/2023 17:17,3,7/12/2023 01:26,muy bien
262,346,103,104,100,10/02/2023 03:16,4,10/02/2023 11:26,decente
263,323,103,104,113,13/07/2023 00:44,3,13/07/2023 08:54,bien
263,293,103,104,109,5/08/2023 01:15,5,5/08/2023 09:25,muy bien
263,53,103,104,103,4/03/2023 09:10,4,4/03/2023 17:20,decente
263,122,103,104,98,30/09/2023 19:15,4,1/10/2023 03:25,bien
263,288,103,104,91,26/10/2023 22:54,3,27/10/2023 07:03,muy bien
263,222,103,104,110,26/11/2023 01:55,3,26/11/2023 10:05,decente
264,176,103,104,111,4/09/2023 14:33,3,4/09/2023 22:43,bien
264,443,103,104,104,31/05/2023 18:01,5,1/06/2023 02:11,muy bien
264,79,103,104,103,27/02/2023 18:25,5,28/02/2023 02:34,decente
264,280,103,104,102,13/11/2023 13:43,4,13/11/2023 21:53,bien
264,28,103,104,108,5/07/2023 05:31,4,5/07/2023 13:41,muy bien
264,87,103,104,112,8/05/2023 15:38,4,8/05/2023 23:47,decente
265,274,103,104,95,25/07/2023 15:39,5,25/07/2023 23:49,bien
265,295,103,104,92,9/09/2023 02:41,4,9/09/2023 10:50,muy bien
265,235,103,104,97,2/11/2023 17:00,4,3/11/2023 01:09,decente
266,417,103,104,113,24/10/2023 20:58,3,25/10/2023 05:07,bien
266,8,103,104,107,6/12/2023 14:44,4,6/12/2023 22:54,muy bien
266,221,103,104,97,24/09/2023 10:40,4,24/09/2023 18:50,decente
266,322,103,104,112,26/09/2023 11:46,3,26/09/2023 19:56,bien
266,213,103,104,113,21/10/2023 05:49,3,21/10/2023 13:59,muy bien
267,164,103,104,100,13/01/2023 16:05,5,14/01/2023 00:15,decente
267,383,103,104,95,7/12/2023 06:24,4,7/12/2023 14:34,bien
267,65,103,104,102,16/09/2023 10:11,4,16/09/2023 18:21,muy bien
267,153,103,104,114,14/01/2023 07:08,3,14/01/2023 15:18,decente
267,159,103,104,113,24/08/2023 19:46,3,25/08/2023 03:56,bien
267,160,103,104,109,7/12/2023 11:57,3,7/12/2023 20:06,muy bien
268,368,103,104,92,1/12/2023 21:19,5,2/12/2023 05:28,decente
268,315,103,104,91,12/04/2023 05:09,5,12/04/2023 13:18,bien
268,241,103,104,109,21/01/2023 05:57,5,21/01/2023 14:06,muy bien
268,99,103,104,98,6/02/2023 05:58,5,6/02/2023 14:08,decente
268,297,103,104,102,30/03/2023 14:03,3,30/03/2023 22:12,bien
268,309,103,104,114,16/03/2023 12:50,3,16/03/2023 20:59,muy bien
269,5,103,104,106,23/08/2023 06:53,5,23/08/2023 15:02,decente
269,236,103,104,97,7/01/2023 06:17,4,7/01/2023 14:27,bien
269,9,103,104,109,9/09/2023 04:32,3,9/09/2023 12:42,muy bien
269,372,103,104,92,11/03/2023 00:19,5,11/03/2023 08:29,decente
270,230,103,104,115,1/01/2023 02:05,3,1/01/2023 10:15,bien
270,442,103,104,114,12/09/2023 07:59,3,12/09/2023 16:09,muy bien
270,212,103,104,104,1/09/2023 13:20,4,1/09/2023 21:30,decente
270,159,103,104,113,19/04/2023 16:12,4,20/04/2023 00:21,bien
270,173,103,104,90,21/04/2023 18:55,3,22/04/2023 03:05,muy bien
271,107,103,104,97,15/09/2023 06:32,5,15/09/2023 14:42,decente
271,110,103,104,104,10/10/2023 02:24,4,10/10/2023 10:33,bien
271,30,103,104,98,1/03/2023 02:55,4,1/03/2023 11:04,muy bien
272,199,103,104,113,8/04/2023 16:17,3,9/04/2023 00:27,decente
272,198,103,104,102,13/04/2023 09:19,3,13/04/2023 17:28,bien
272,57,103,104,109,20/05/2023 13:51,3,20/05/2023 22:01,muy bien
272,421,103,104,110,18/04/2023 14:57,4,18/04/2023 23:07,decente
272,434,103,104,97,2/10/2023 06:42,3,2/10/2023 14:52,bien
272,193,103,104,110,21/02/2023 14:27,4,21/02/2023 22:36,muy bien
272,16,103,104,97,30/06/2023 08:56,4,30/06/2023 17:06,decente
272,65,103,104,113,9/04/2023 10:15,3,9/04/2023 18:25,bien
273,187,103,104,115,27/01/2023 20:38,3,28/01/2023 04:48,muy bien
273,200,103,104,103,16/11/2023 02:20,3,16/11/2023 10:30,decente
273,346,103,104,115,4/04/2023 21:03,5,5/04/2023 05:13,bien
273,85,103,104,100,26/03/2023 05:49,3,26/03/2023 13:59,muy bien
273,448,103,104,108,24/11/2023 05:37,4,24/11/2023 13:46,decente
274,27,103,104,104,15/01/2023 06:40,5,15/01/2023 14:49,bien
274,33,103,104,94,10/06/2023 18:42,4,11/06/2023 02:52,muy bien
274,154,103,104,98,18/10/2023 10:13,4,18/10/2023 18:22,decente
274,121,103,104,112,4/09/2023 06:25,5,4/09/2023 14:34,bien
275,209,103,104,92,12/05/2023 19:15,5,13/05/2023 03:25,muy bien
275,320,103,104,90,19/07/2023 11:42,3,19/07/2023 19:51,decente
275,255,103,104,98,20/06/2023 07:54,3,20/06/2023 16:04,bien
275,115,103,104,110,10/04/2023 23:15,3,11/04/2023 07:24,muy bien
275,361,103,104,96,10/04/2023 11:07,4,10/04/2023 19:16,decente
276,322,103,104,102,11/01/2023 23:04,3,12/01/2023 07:13,bien
276,357,103,104,108,28/12/2023 11:00,5,28/12/2023 19:09,muy bien
276,291,103,104,113,14/08/2023 18:58,3,15/08/2023 03:07,decente
276,51,103,104,90,21/08/2023 00:32,4,21/08/2023 08:42,bien
276,296,103,104,98,26/01/2023 20:17,3,27/01/2023 04:27,muy bien
277,223,103,104,112,23/07/2023 21:59,3,24/07/2023 06:08,decente
277,29,103,104,114,5/04/2023 19:31,3,6/04/2023 03:40,bien
277,240,103,104,104,29/05/2023 17:30,5,30/05/2023 01:39,muy bien
277,199,103,104,110,23/08/2023 15:59,3,24/08/2023 00:08,decente
278,129,103,104,113,26/09/2023 21:35,4,27/09/2023 05:44,bien
279,447,103,104,100,28/03/2023 21:09,3,29/03/2023 05:18,muy bien
279,257,103,104,115,1/12/2023 09:49,4,1/12/2023 17:59,decente
279,113,103,104,102,6/04/2023 11:44,3,6/04/2023 19:53,bien
279,292,103,104,100,12/05/2023 15:41,3,12/05/2023 23:51,muy bien
279,85,103,104,107,4/04/2023 14:40,5,4/04/2023 22:49,decente
280,3,103,104,113,15/09/2023 11:54,4,15/09/2023 20:04,bien
280,294,103,104,101,7/12/2023 22:51,4,8/12/2023 07:01,muy bien
280,127,103,104,92,23/08/2023 03:48,3,23/08/2023 11:58,decente
280,10,103,104,98,6/03/2023 15:33,5,6/03/2023 23:43,bien
280,373,103,104,95,16/01/2023 04:56,4,16/01/2023 13:06,muy bien
281,415,103,104,113,18/01/2023 17:21,3,19/01/2023 01:30,decente
281,253,103,104,109,24/11/2023 04:10,3,24/11/2023 12:19,bien
281,78,103,104,115,19/04/2023 16:08,3,20/04/2023 00:17,muy bien
281,277,103,104,97,26/12/2023 12:13,4,26/12/2023 20:23,decente
281,311,103,104,106,18/10/2023 13:39,4,18/10/2023 21:49,bien
282,270,103,104,96,29/07/2023 22:07,5,30/07/2023 06:17,muy bien
282,372,103,104,108,1/10/2023 13:27,4,1/10/2023 21:36,decente
282,449,103,104,115,2/06/2023 23:13,5,3/06/2023 07:23,bien
